,second_name,first_name,team,element_type,selected_by_percent,now_cost,minutes,transfers_in,transfers_out,value_season,bonus,bps,total_points,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,points_per_game,value_form,value_season,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,id_x,id_y,plural_name,singular_name,pos_short,id,name,full_name
676,Kulusevski,Dejan,18,3,4.3,72,1671,732215,456189,11.0,9,274,79,2.57,4.16,6.72,31.03,0.14,0.22,0.36,1.67,4.2,0.7,11.0,5,2,6,23,0,0,0,5,0,0,501,3,Midfielders,Midfielder,MF,18,Spurs,Dejan Kulusevski
677,Lloris,Hugo,18,1,0.6,48,0,31129,66819,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,502,1,Goalkeepers,Goalkeeper,GK,18,Spurs,Hugo Lloris
678,Lo Celso,Giovani,18,3,0.1,48,327,31751,33681,5.2,3,107,25,0.42,0.69,1.11,8.91,0.12,0.19,0.31,2.45,2.8,0.4,5.2,2,0,0,10,0,0,0,0,0,0,503,3,Midfielders,Midfielder,MF,18,Spurs,Giovani Lo Celso
679,Maddison,James,18,3,8.0,78,882,4218432,4804796,8.1,6,230,63,2.80,3.11,5.91,12.06,0.29,0.32,0.61,1.23,5.7,0.0,8.1,3,6,5,8,0,0,0,2,0,0,504,3,Midfielders,Midfielder,MF,18,Spurs,James Maddison
680,Ndombele Alvaro,Tanguy,18,3,0.2,44,0,12864,49784,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,505,3,Midfielders,Midfielder,MF,18,Spurs,Tanguy Ndombele Alvaro
681,Porro,Pedro,18,2,26.0,56,1617,3150468,764228,13.4,11,423,75,2.02,3.98,6.00,31.74,0.11,0.22,0.33,1.77,4.2,0.8,13.4,0,7,5,26,0,0,0,3,0,0,506,2,Defenders,Defender,DF,18,Spurs,Pedro Porro
682,Perisic,Ivan,18,2,0.8,47,98,58551,289348,1.3,0,34,6,0.12,0.80,0.92,1.44,0.11,0.73,0.84,1.32,1.2,0.0,1.3,0,1,0,1,0,0,0,2,0,0,507,2,Defenders,Defender,DF,18,Spurs,Ivan Perisic
683,de Andrade,Richarlison,18,3,5.5,68,830,722334,561284,9.6,3,146,65,4.80,0.99,5.79,13.78,0.52,0.11,0.63,1.49,4.1,0.9,9.6,5,3,6,8,0,0,0,3,0,0,509,3,Midfielders,Midfielder,MF,18,Spurs,Richarlison
684,Rodon,Joe,18,2,0.1,40,0,0,13975,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,510,2,Defenders,Defender,DF,18,Spurs,Joe Rodon
685,Romero,Cristian,18,2,9.2,50,1170,2431186,1831713,12.4,11,297,62,1.04,0.71,1.75,24.60,0.08,0.05,0.13,1.89,4.1,0.6,12.4,3,0,5,14,1,0,0,4,1,0,511,2,Defenders,Defender,DF,18,Spurs,Cristian Romero
686,Sanchez,Davinson,18,2,0.1,44,76,2363,14707,0.0,0,9,0,0.12,0.03,0.15,2.02,0.14,0.04,0.18,2.39,0.0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,512,2,Defenders,Defender,DF,18,Spurs,Davinson Sanchez
687,Sarr,Pape Matar,18,3,2.2,45,1133,591745,502932,10.4,2,229,47,2.16,0.98,3.14,18.44,0.17,0.08,0.25,1.46,2.8,0.4,10.4,1,2,7,10,0,0,0,4,0,0,513,3,Midfielders,Midfielder,MF,18,Spurs,Pape Matar Sarr
688,Sessegnon,Ryan,18,2,0.0,44,0,610,1001,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,514,2,Defenders,Defender,DF,18,Spurs,Ryan Sessegnon
689,Skipp,Oliver,18,3,0.1,46,378,7641,22536,3.0,0,67,14,0.50,0.08,0.58,11.36,0.12,0.02,0.14,2.7,1.1,0.2,3.0,0,0,0,10,0,0,0,1,0,0,515,3,Midfielders,Midfielder,MF,18,Spurs,Oliver Skipp
690,Heung-min,Son,18,3,44.8,99,1600,6043007,2231423,12.8,16,411,127,6.85,3.83,10.68,30.99,0.39,0.22,0.61,1.74,6.7,0.7,12.8,11,5,6,26,1,0,0,1,0,0,516,3,Midfielders,Midfielder,MF,18,Spurs,Son Heung-min
691,Spence,Djed,18,2,0.2,40,0,6594,45292,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,517,2,Defenders,Defender,DF,18,Spurs,Djed Spence
692,Tanganga,Japhet,18,2,0.3,40,0,11423,65535,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,518,2,Defenders,Defender,DF,18,Spurs,Japhet Tanganga
693,Udogie,Destiny,18,2,9.8,48,1322,2613002,1933933,9.4,5,227,45,1.76,1.16,2.92,30.75,0.12,0.08,0.2,2.09,2.8,0.5,9.4,1,2,4,24,0,0,0,5,1,0,519,2,Defenders,Defender,DF,18,Spurs,Destiny Udogie
694,Vicario,Guglielmo,18,1,8.8,53,1710,1215440,532965,12.6,7,384,67,0.00,0.00,0.00,34.03,0.0,0.0,0.0,1.79,3.5,0.6,12.6,0,0,5,28,0,0,0,2,0,62,520,1,Goalkeepers,Goalkeeper,GK,18,Spurs,Guglielmo Vicario
695,Whiteman,Alfie,18,1,0.2,39,0,17161,22152,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,521,1,Goalkeepers,Goalkeeper,GK,18,Spurs,Alfie Whiteman
696,Solomon,Manor,18,3,0.1,51,196,18845,28407,2.7,2,53,14,0.41,0.75,1.16,1.79,0.19,0.34,0.53,0.82,2.8,0.0,2.7,0,2,0,2,0,0,0,1,0,0,583,3,Midfielders,Midfielder,MF,18,Spurs,Manor Solomon
697,van de Ven,Micky,18,2,1.1,44,945,730792,683848,9.8,4,227,43,0.35,0.11,0.46,13.62,0.03,0.01,0.04,1.3,3.9,0.0,9.8,1,0,4,10,0,0,0,1,0,0,639,2,Defenders,Defender,DF,18,Spurs,Micky van de Ven
698,Scarlett,Dane,18,4,0.1,45,0,7772,29984,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,640,4,Forwards,Forward,FW,18,Spurs,Dane Scarlett
699,Veliz,Alejo,18,4,0.1,54,37,8428,11022,1.9,0,37,10,0.42,0.00,0.42,1.69,1.02,0.0,1.02,4.11,1.4,0.2,1.9,1,0,0,1,0,0,0,1,0,0,641,4,Forwards,Forward,FW,18,Spurs,Alejo Veliz
700,Phillips,Ashley,18,2,0.1,40,0,10971,8684,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,702,2,Defenders,Defender,DF,18,Spurs,Ashley Phillips
701,Donley,Jamie,18,4,0.0,45,2,6942,4716,0.4,0,5,2,0.00,0.00,0.00,0.33,0.0,0.0,0.0,14.85,1.0,0.1,0.4,0,0,0,1,0,0,0,0,0,0,722,4,Forwards,Forward,FW,18,Spurs,Jamie Donley
702,Dorrington,Alfie,18,2,0.0,40,0,1260,716,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,740,2,Defenders,Defender,DF,18,Spurs,Alfie Dorrington
703,de Santiago Alonso,Yago,18,3,0.0,45,0,197,99,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,754,3,Midfielders,Midfielder,MF,18,Spurs,Yago de Santiago Alonso
704,Aguerd,Nayef,19,2,0.8,45,1416,108003,107597,7.3,0,210,33,1.16,0.34,1.50,27.94,0.07,0.02,0.09,1.78,2.1,0.4,7.3,1,0,2,29,0,0,0,1,1,0,522,2,Defenders,Defender,DF,19,West Ham,Nayef Aguerd
705,Antonio,Michail,19,4,1.8,57,812,659417,782024,6.7,4,116,38,1.74,1.17,2.91,16.52,0.19,0.13,0.32,1.83,3.2,0.0,6.7,2,2,4,13,0,0,0,2,0,0,523,4,Forwards,Forward,FW,19,West Ham,Michail Antonio
706,Areola,Alphonse,19,1,33.0,42,1440,2256256,1134245,15.0,5,306,63,0.00,0.00,0.00,28.14,0.0,0.0,0.0,1.76,3.9,0.8,15.0,0,0,3,24,0,1,0,0,0,60,524,1,Goalkeepers,Goalkeeper,GK,19,West Ham,Alphonse Areola
707,Benrahma,Said,19,3,0.4,56,539,32356,88542,3.0,0,47,17,1.89,0.76,2.65,11.59,0.32,0.13,0.45,1.94,1.4,0.0,3.0,0,1,1,8,0,0,1,1,0,0,525,3,Midfielders,Midfielder,MF,19,West Ham,Said Benrahma
708,Bowen,Jarrod,19,3,24.9,79,1617,4654783,2666189,13.7,8,304,108,7.75,2.24,9.99,31.35,0.43,0.12,0.55,1.74,6.0,0.7,13.7,11,2,4,29,0,0,0,1,0,0,526,3,Midfielders,Midfielder,MF,19,West Ham,Jarrod Bowen
709,Cornet,Maxwel,19,3,0.0,52,1,1663,6134,0.2,0,2,1,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,527,3,Midfielders,Midfielder,MF,19,West Ham,Maxwel Cornet
710,Coufal,Vladimir,19,2,3.7,46,1706,637550,301229,13.5,6,333,62,0.04,1.68,1.72,32.86,0.0,0.09,0.09,1.73,3.3,0.9,13.5,0,5,4,30,0,0,0,4,0,0,528,2,Defenders,Defender,DF,19,West Ham,Vladimir Coufal
711,Coventry,Conor,19,3,0.1,44,0,6347,9540,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,529,3,Midfielders,Midfielder,MF,19,West Ham,Conor Coventry
712,Cresswell,Aaron,19,2,0.3,42,130,18150,80537,0.5,0,20,2,0.00,0.15,0.15,1.91,0.0,0.1,0.1,1.32,0.7,0.0,0.5,0,0,0,4,0,0,0,1,0,0,530,2,Defenders,Defender,DF,19,West Ham,Aaron Cresswell
713,Downes,Flynn,19,3,0.0,50,0,126,1986,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,531,3,Midfielders,Midfielder,MF,19,West Ham,Flynn Downes
714,Palmieri dos Santos,Emerson,19,2,0.8,45,1575,128335,93198,10.7,6,269,48,0.75,1.52,2.27,30.92,0.04,0.09,0.13,1.77,2.7,0.9,10.7,0,2,4,26,0,0,0,7,0,0,532,2,Defenders,Defender,DF,19,West Ham,Emerson Palmieri
715,Fabianski,Lukasz,19,1,1.4,42,270,51356,209401,2.9,1,63,12,0.00,0.00,0.00,4.73,0.0,0.0,0.0,1.58,4.0,0.5,2.9,0,0,1,6,0,0,0,0,0,11,533,1,Goalkeepers,Goalkeeper,GK,19,West Ham,Lukasz Fabianski
716,Fornals Malla,Pablo,19,3,0.1,46,238,3464,9443,3.0,0,51,14,0.29,0.29,0.58,4.78,0.11,0.11,0.22,1.81,1.1,0.2,3.0,0,0,0,7,0,0,0,0,0,0,534,3,Midfielders,Midfielder,MF,19,West Ham,Pablo Fornals
717,Ings,Danny,19,4,0.7,56,132,40643,165505,1.8,0,28,10,0.12,0.01,0.13,3.84,0.08,0.01,0.09,2.62,1.0,0.0,1.8,0,0,0,5,0,0,0,1,0,0,535,4,Forwards,Forward,FW,19,West Ham,Danny Ings
718,Johnson,Ben,19,2,0.1,44,1,2435,6093,0.2,0,2,1,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,536,2,Defenders,Defender,DF,19,West Ham,Ben Johnson
719,Kehrer,Thilo,19,2,0.1,43,19,4159,11686,0.5,0,7,2,0.00,0.00,0.00,0.47,0.0,0.0,0.0,2.23,0.5,0.0,0.5,0,0,0,1,0,0,0,2,0,0,537,2,Defenders,Defender,DF,19,West Ham,Thilo Kehrer
720,Mubama,Divin,19,4,5.7,43,57,594796,1116013,0.7,0,9,3,0.16,0.01,0.17,0.94,0.25,0.02,0.27,1.48,1.0,0.1,0.7,0,0,0,1,0,0,0,0,0,0,538,4,Forwards,Forward,FW,19,West Ham,Divin Mubama
721,Tolentino Coelho de Lima,Lucas,19,3,2.2,60,1517,286030,255196,10.5,5,260,63,2.83,2.82,5.65,26.92,0.17,0.17,0.34,1.6,3.5,0.7,10.5,2,5,4,24,0,0,0,6,0,0,539,3,Midfielders,Midfielder,MF,19,West Ham,Lucas Paqueta
722,Scamacca,Gianluca,19,4,0.0,60,0,0,4953,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,541,4,Forwards,Forward,FW,19,West Ham,Gianluca Scamacca
723,Soucek,Tomas,19,3,1.5,49,1435,297067,255860,14.1,5,234,69,4.15,0.52,4.67,28.63,0.26,0.03,0.29,1.8,3.8,0.7,14.1,5,1,4,24,0,0,0,2,0,0,542,3,Midfielders,Midfielder,MF,19,West Ham,Tomas Soucek
724,Vlasic,Nikola,19,3,0.0,45,0,0,13489,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,543,3,Midfielders,Midfielder,MF,19,West Ham,Nikola Vlasic
725,Zouma,Kurt,19,2,1.7,45,1413,265789,215098,9.8,4,236,44,1.16,0.01,1.17,27.11,0.07,0.0,0.07,1.73,2.8,0.5,9.8,1,0,3,25,0,0,0,2,0,0,544,2,Defenders,Defender,DF,19,West Ham,Kurt Zouma
726,Ogbonna,Angelo,19,2,0.1,43,228,4287,8480,2.6,0,44,11,0.00,0.00,0.00,5.23,0.0,0.0,0.0,2.06,2.2,0.3,2.6,0,0,1,2,0,0,0,0,0,0,577,2,Defenders,Defender,DF,19,West Ham,Angelo Ogbonna
727,Alvarez Velazquez,Edson,19,3,0.2,50,1247,17489,19530,6.2,0,163,31,0.43,0.18,0.61,23.72,0.03,0.01,0.04,1.71,1.9,0.4,6.2,0,1,4,18,0,0,0,7,0,0,642,3,Midfielders,Midfielder,MF,19,West Ham,Edson Alvarez
728,Anang,Joseph,19,1,0.1,40,0,5284,4012,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,647,1,Goalkeepers,Goalkeeper,GK,19,West Ham,Joseph Anang
729,Ward-Prowse,James,19,3,8.2,60,1592,2268202,1552823,13.2,9,378,79,3.26,4.01,7.27,31.29,0.18,0.23,0.41,1.77,4.4,0.6,13.2,3,6,4,29,0,0,0,3,0,0,664,3,Midfielders,Midfielder,MF,19,West Ham,James Ward-Prowse
730,Mavropanos,Konstantinos,19,2,0.1,45,406,6193,2218,4.9,3,80,22,0.28,0.05,0.33,7.13,0.06,0.01,0.07,1.58,3.7,0.8,4.9,1,0,2,6,1,0,0,1,0,0,676,2,Defenders,Defender,DF,19,West Ham,Konstantinos Mavropanos
731,Kudus,Mohammed,19,3,7.8,68,961,1006066,225336,11.2,11,246,76,1.86,1.44,3.30,15.76,0.17,0.13,0.3,1.48,4.8,1.0,11.2,6,3,3,19,0,0,0,3,0,0,689,3,Midfielders,Midfielder,MF,19,West Ham,Kudus Mohammed
732,Doyle,Tommy,20,3,0.1,44,314,9815,7757,3.0,0,65,13,0.09,0.47,0.56,6.16,0.03,0.13,0.16,1.77,1.2,0.2,3.0,0,0,1,6,0,0,0,1,0,0,351,3,Midfielders,Midfielder,MF,20,Wolves,Tommy Doyle
733,Ait-Nouri,Rayan,20,2,0.4,45,1074,69865,70684,5.1,1,135,23,1.13,0.88,2.01,18.40,0.09,0.07,0.16,1.54,1.4,0.4,5.1,0,0,1,18,0,0,0,4,0,0,545,2,Defenders,Defender,DF,20,Wolves,Rayan Ait Nouri
734,Bentley,Daniel,20,1,1.2,39,247,136225,60264,4.1,1,60,16,0.00,0.00,0.00,4.32,0.0,0.0,0.0,1.57,5.3,0.7,4.1,0,0,2,3,0,0,0,0,0,7,546,1,Goalkeepers,Goalkeeper,GK,20,Wolves,Daniel Bentley
735,Bolla,Bendeguz,20,2,0.4,40,0,11202,55700,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,547,2,Defenders,Defender,DF,20,Wolves,Bendeguz Bolla
736,Bueno Lopez,Hugo,20,2,0.1,44,372,6706,12971,4.1,0,69,18,0.29,0.27,0.56,6.24,0.07,0.07,0.14,1.51,1.6,0.4,4.1,0,0,2,7,1,0,0,1,0,0,548,2,Defenders,Defender,DF,20,Wolves,Hugo Bueno
737,Tomas Oliveira,Francisco Jorge,20,3,0.0,45,0,0,728,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,549,3,Midfielders,Midfielder,MF,20,Wolves,Francisco Jorge Tomas Oliveira
738,Cundle,Luke,20,3,0.0,45,0,0,1895,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,550,3,Midfielders,Midfielder,MF,20,Wolves,Luke Cundle
739,Dawson,Craig,20,2,0.4,45,1489,77321,62349,8.0,3,250,36,0.94,0.37,1.31,25.72,0.06,0.02,0.08,1.55,2.1,0.7,8.0,0,0,3,26,0,0,0,5,0,0,551,2,Defenders,Defender,DF,20,Wolves,Craig Dawson
740,Silva,Fabio,20,4,0.2,53,259,17306,30971,1.5,0,7,8,1.12,0.09,1.21,7.20,0.39,0.03,0.42,2.5,1.0,0.0,1.5,0,0,1,8,0,0,0,2,0,0,552,4,Forwards,Forward,FW,20,Wolves,Fabio Silva
741,Ganchinho Guedes,Goncalo Manuel,20,3,0.0,54,0,1001,7664,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,554,3,Midfielders,Midfielder,MF,20,Wolves,Goncalo Manuel Ganchinho Guedes
742,Hodge,Joe,20,3,0.0,44,0,4011,9531,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,555,3,Midfielders,Midfielder,MF,20,Wolves,Joe Hodge
743,Hoever,Ki-Jana,20,2,0.0,40,0,0,4961,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,556,2,Defenders,Defender,DF,20,Wolves,Ki-Jana Hoever
744,Hee-chan,Hwang,20,3,10.8,57,1356,1791530,712113,16.5,10,269,94,5.64,1.88,7.52,23.03,0.37,0.12,0.49,1.53,4.9,0.9,16.5,10,2,1,23,0,0,0,4,0,0,557,3,Midfielders,Midfielder,MF,20,Wolves,Hwang Hee-chan
745,Gomes da Silva,Joao Victor,20,3,0.1,49,1299,6004,8129,6.3,0,167,31,0.46,0.85,1.31,23.60,0.03,0.06,0.09,1.64,1.8,0.4,6.3,0,1,2,24,0,0,0,5,0,0,559,3,Midfielders,Midfielder,MF,20,Wolves,Joao Gomes
746,Castro Otto,Jonathan,20,2,0.0,43,4,1428,5319,0.2,0,3,1,0.00,0.00,0.00,0.07,0.0,0.0,0.0,1.58,1.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,560,2,Defenders,Defender,DF,20,Wolves,Jonathan Castro Otto
747,Cavaco Jordao,Bruno,20,3,0.2,43,0,15215,20934,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,561,3,Midfielders,Midfielder,MF,20,Wolves,Bruno Cavaco Jordao
748,Kalajdzic,Sasa,20,4,0.1,49,158,25579,29510,4.9,4,88,24,1.01,0.26,1.27,2.57,0.58,0.15,0.73,1.46,2.2,0.1,4.9,2,0,1,2,0,0,0,0,0,0,562,4,Forwards,Forward,FW,20,Wolves,Sasa Kalajdzic
749,Kilman,Max,20,2,0.7,45,1710,88696,96842,7.8,2,274,35,0.46,0.45,0.91,31.54,0.02,0.02,0.04,1.66,1.8,0.4,7.8,0,0,2,31,0,0,0,4,0,0,563,2,Defenders,Defender,DF,20,Wolves,Max Kilman
750,King,Tom,20,1,0.7,39,0,17389,32162,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,564,1,Goalkeepers,Goalkeeper,GK,20,Wolves,Tom King
751,Lemina,Mario,20,3,0.2,49,1471,28803,18722,11.4,10,277,56,3.03,0.48,3.51,27.27,0.19,0.03,0.22,1.67,3.3,0.8,11.4,4,0,2,26,0,0,0,7,1,0,565,3,Midfielders,Midfielder,MF,20,Wolves,Mario Lemina
752,Lomba Neto,Pedro,20,3,1.3,56,886,1330348,1263988,9.3,5,206,52,2.11,2.61,4.72,16.86,0.21,0.27,0.48,1.71,5.2,0.0,9.3,1,8,1,17,0,0,0,3,0,0,567,3,Midfielders,Midfielder,MF,20,Wolves,Pedro Neto
753,Castelo Podence,Daniel,20,3,0.0,53,0,868,11613,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,568,3,Midfielders,Midfielder,MF,20,Wolves,Daniel Castelo Podence
754,Malheiro de Sa,Jose,20,1,1.3,50,1462,164311,174593,9.2,4,268,46,0.00,0.00,0.00,27.21,0.0,0.0,0.0,1.68,2.7,0.3,9.2,0,0,1,28,0,0,0,1,0,53,569,1,Goalkeepers,Goalkeeper,GK,20,Wolves,Jose Sa
755,Sarabia,Pablo,20,3,0.3,47,591,49263,35318,9.4,4,160,44,1.25,2.80,4.05,9.48,0.19,0.43,0.62,1.44,3.7,0.9,9.4,1,5,3,6,0,0,0,1,0,0,570,3,Midfielders,Midfielder,MF,20,Wolves,Pablo Sarabia
756,Sarkic,Matija,20,1,0.3,40,0,0,26579,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,571,1,Goalkeepers,Goalkeeper,GK,20,Wolves,Matija Sarkic
757,Cabral Semedo,Nelson,20,2,0.7,45,1551,94307,69000,7.6,0,217,34,0.41,0.70,1.10,30.16,0.02,0.04,0.06,1.75,1.9,0.6,7.6,0,1,2,30,0,0,0,4,0,0,572,2,Defenders,Defender,DF,20,Wolves,Nelson Semedo
758,Gomes,Toti Antonio,20,2,0.2,44,1192,28661,17966,8.4,3,199,37,0.71,0.16,0.87,20.40,0.05,0.01,0.06,1.54,2.3,0.7,8.4,0,2,1,18,0,0,0,1,0,0,573,2,Defenders,Defender,DF,20,Wolves,Toti Gomes
759,Traore,Boubacar,20,3,0.4,43,376,37504,56534,2.8,0,57,12,0.07,0.23,0.30,9.56,0.02,0.06,0.08,2.29,1.1,0.2,2.8,0,0,0,11,0,0,0,1,0,0,574,3,Midfielders,Midfielder,MF,20,Wolves,Boubacar Traore
760,Santos Carneiro Da Cunha,Matheus,20,4,6.3,58,1594,927864,328753,12.6,6,272,73,4.92,1.85,6.77,27.84,0.28,0.1,0.38,1.57,3.8,0.8,12.6,5,4,3,27,0,0,0,3,0,0,590,4,Forwards,Forward,FW,20,Wolves,Matheus Franca
761,Doherty,Matt,20,2,0.2,43,410,14853,25158,4.4,1,71,19,0.55,0.47,1.02,9.07,0.12,0.1,0.22,1.99,1.5,0.5,4.4,1,0,0,8,0,0,0,1,0,0,598,2,Defenders,Defender,DF,20,Wolves,Matt Doherty
762,Bueno,Santiago,20,2,0.0,45,200,2548,2067,0.9,0,35,4,0.00,0.00,0.00,5.75,0.0,0.0,0.0,2.59,1.3,0.1,0.9,0,0,0,5,0,0,0,0,0,0,697,2,Defenders,Defender,DF,20,Wolves,Santiago Bueno
763,Gonzalez,Enso,20,3,0.0,50,0,1543,1389,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,698,3,Midfielders,Midfielder,MF,20,Wolves,Enso Gonzalez
764,Fraser,Nathan,20,4,0.1,45,0,14168,10650,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,704,4,Forwards,Forward,FW,20,Wolves,Nathan Fraser
765,Bellegarde,Jean-Ricner,20,3,0.0,49,505,6005,4781,5.3,1,96,26,0.56,0.37,0.93,13.03,0.1,0.07,0.17,2.32,2.6,0.4,5.3,2,1,0,12,0,0,0,0,1,0,715,3,Midfielders,Midfielder,MF,20,Wolves,Jean-Ricner Bellegarde
766,Whittingham,Matthew,20,3,0.0,45,0,195,115,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,749,3,Midfielders,Midfielder,MF,20,Wolves,Matthew Whittingham
767,Chirewa,Tawanda,20,3,0.0,45,0,373,220,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,750,3,Midfielders,Midfielder,MF,20,Wolves,Tawanda Chirewa
768,Hubner,Justin,20,2,0.0,40,0,1836,676,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,751,2,Defenders,Defender,DF,20,Wolves,Justin Hubner
769,Hesketh,Owen,20,3,0.0,45,0,40,10,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,769,3,Midfielders,Midfielder,MF,20,Wolves,Owen Hesketh
770,Barnett,Ty,20,3,0.0,45,0,114,23,0.0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,770,3,Midfielders,Midfielder,MF,20,Wolves,Ty Barnett
